schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,2023 Fall Session - Briefing Note Binders,These briefing note binders were prepared by each department and provided to the respective Minister for the 2023 Fall Session.,Government and politics,"2023,briefing binders,briefing notes,fall session,session binders,session notes",Executive Council Office / Policy and Planning,eco-policyunit@yukon.ca,Executive Council Office,Executive Council Office,,,english,OGL-Yukon-2.0,,,2023-12-04 12:53:05,2025-05-29 11:57:58,https://open.yukon.ca/information/publications/2023-fall-session-briefing-note-binders,59430
information,2023–24 Budget,"Government of Yukon 2023–24 Budget.
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. March 2023, Whitehorse, Yukon.",Government and politics,"2023,2023-24,budget,publication",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2024-03-05 09:16:31,2024-03-05 11:41:31,https://open.yukon.ca/information/publications/2023–24-budget,59641
information,2023–24 Operation and maintenance and capital estimates,"These budget documents represent the final printed publications which are the official record. 
Prepared by the Department of Finance under the direction of Management Board.
1st Session of the 35th Legislature
Yukon Legislative Assembly
March 2023
Whitehorse, Yukon",Government and politics,"2023,2023-24,budget,capital main estimates,operation and maintenance main estimates,publication",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2024-03-05 09:56:25,2025-03-07 08:35:42,https://open.yukon.ca/information/publications/2023–24-operation-and-maintenance-and-capital-estimates,59646
information,2023–24 Additional information and statistics,"This supplementary information was prepared by each department. It was released at the same time as the 2023–24 Budget.

For further details contact departments.",Government and politics,"2023,2023-24,additional information and statistics,budget,publication",On,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2024-03-05 10:53:00,2024-03-05 11:00:22,https://open.yukon.ca/information/publications/2023–24-additional-information-and-statistics,59682
information,2023–24 Supplementary estimates no. 1,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
October 2023
Whitehorse, Yukon",Government and politics,"2023,2023-24,budget,publication,supplementary estimates 1",Online Communications and Products Analyst,michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2024-03-05 13:07:10,2024-03-05 13:55:41,https://open.yukon.ca/information/publications/2023–24-supplementary-estimates-no-1,59693
information,2019 Wildland fire management bulletins,"Archived wildfire bulletins from 2019. See [current wildfire bulletins on Yukon.ca](https://yukon.ca/blogs/wildfire-bulletins).

Visit the Yukon's [Wildfires hub](https://wildfires.service.yukon.ca/) or the [text-only updates page](https://yukon.ca/en/emergencies-and-safety/wildfires/get-text-only-wildfire-updates) to get more information about current wildfire conditions in the Yukon.",Health and safety,"2019,bulletin,emergency,fire,wildfire,wildland",Wildland Fire Management,yukonfireinfo@yukon.ca,Community Services,CS - Wildland Fire Management,https://yukon.ca/blogs/wildfire-bulletins,,multiple_languages,OGL-Yukon-2.0,,,2024-03-07 14:10:40,2025-06-17 11:06:58,https://open.yukon.ca/information/publications/2019-wildland-fire-management-bulletins,59725
information,2020 Wildland fire management bulletins,"Archived wildfire bulletins from 2020. See [current wildfire bulletins on Yukon.ca](https://yukon.ca/blogs/wildfire-bulletins).

Visit the Yukon's [Wildfires hub](https://wildfires.service.yukon.ca/) or the [text-only updates page](https://yukon.ca/en/emergencies-and-safety/wildfires/get-text-only-wildfire-updates) to get more information about current wildfire conditions in the Yukon.",Health and safety,"2020,bulletin,emergency,fire,wildfire,wildland",Wildland Fire Management,yukonfireinfo@yukon.ca,Community Services,CS - Wildland Fire Management,https://yukon.ca/blogs/wildfire-bulletins,,multiple_languages,OGL-Yukon-2.0,,,2024-03-07 15:30:56,2025-06-17 11:08:28,https://open.yukon.ca/information/publications/2020-wildland-fire-management-bulletins,59733
information,2021 Wildland fire management bulletins,"Archived wildfire bulletins from 2021. See [current wildfire bulletins on Yukon.ca](https://yukon.ca/blogs/wildfire-bulletins).

Visit the Yukon's [Wildfires hub](https://wildfires.service.yukon.ca/) or the [text-only updates page](https://yukon.ca/en/emergencies-and-safety/wildfires/get-text-only-wildfire-updates) to get more information about current wildfire conditions in the Yukon.",Health and safety,"2021,bulletin,emergency,fire,wildfire,wildland",Wildland Fire Management,yukonfireinfo@yukon.ca,Community Services,CS - Wildland Fire Management,https://yukon.ca/blogs/wildfire-bulletins,,,OGL-Yukon-2.0,,,2024-03-07 15:37:35,2025-06-17 11:09:42,https://open.yukon.ca/information/publications/2021-wildland-fire-management-bulletins,59736
information,2022 Wildland fire management bulletins,"Archived wildfire bulletins from 2022. See [current wildfire bulletins on Yukon.ca](https://yukon.ca/blogs/wildfire-bulletins).

Visit the Yukon's [Wildfires hub](https://wildfires.service.yukon.ca/) or the [text-only updates page](https://yukon.ca/en/emergencies-and-safety/wildfires/get-text-only-wildfire-updates) to get more information about current wildfire conditions in the Yukon.",Health and safety,"2022,bulletin,emergency,fire,wildfire,wildland",Wildland Fire Management,yukonfireinfo@yukon.ca,Community Services,CS - Wildland Fire Management,https://yukon.ca/blogs/wildfire-bulletins,,multiple_languages,OGL-Yukon-2.0,,,2024-03-07 16:26:08,2025-06-17 11:10:43,https://open.yukon.ca/information/publications/2022-wildland-fire-management-bulletins,59746
information,2023 Wildland fire management bulletins,"Archived wildfire bulletins from 2023. See [current wildfire bulletins on Yukon.ca](https://yukon.ca/blogs/wildfire-bulletins).

Visit the Yukon's [Wildfires hub](https://wildfires.service.yukon.ca/) or the [text-only updates page](https://yukon.ca/en/emergencies-and-safety/wildfires/get-text-only-wildfire-updates) to get more information about current wildfire conditions in the Yukon.",Health and safety,"2023,bulletin,emergency,fire,wildfire,wildland",Wildland Fire Management,yukonfireinfo@yukon.ca,Community Services,CS - Wildland Fire Management,https://yukon.ca/blogs/wildfire-bulletins,,multiple_languages,OGL-Yukon-2.0,,,2024-03-07 16:39:48,2025-06-17 11:11:51,https://open.yukon.ca/information/publications/2023-wildland-fire-management-bulletins,59761
information,2023–24 Supplementary estimates no. 2,"Prepared by the Department of Finance under the direction of Management Board.

1st Session of the 35th Legislature
Yukon Legislative Assembly
March 2024
Whitehorse, Yukon",Government and politics,"2023-24,2024,budget,publication,supplementary estimates 2",Online Communications and Products Analyst,Michal.wojcik@yukon.ca,Finance,Finance,https://yukon.ca/budget,,,OGL-Yukon-2.0,Yes,,2024-03-08 09:15:12,2024-03-08 09:39:42,https://open.yukon.ca/information/publications/2023–24-supplementary-estimates-no-2,59795
information,2024 Spring Sitting - Briefing Note Binders,These briefing note binders were prepared by each department and provided to the respective Minister for the 2024 Spring Sitting of Session.,Government and politics,"2024,briefing binders,briefing notes,session binders,session notes,spring session",ATIPP Office,atipp.office@yukon.ca,Executive Council Office,ECO - Policy,,,english,OGL-Yukon-2.0,Yes,,2024-05-28 16:19:51,2024-12-31 13:03:36,https://open.yukon.ca/information/publications/2024-spring-sitting-briefing-note-binders,60108
information,Reports of the Chief Electoral Officer of Yukon on General Elections,"Elections Yukon produces an election report following each Territorial General Election. 

These reports include election results, the number of ballots cast for each candidate at each poll, information relating to the conduct of the election, and electoral processes in place at the time of the event.",Government and politics,"elections,vote",Colleen Madore,Colleen.Madore@electionsyukon.ca,Elections Yukon,Elections Yukon,https://electionsyukon.ca/,,english,OGL-Yukon-2.0,,,2024-07-04 11:04:15,2025-05-07 11:26:33,https://open.yukon.ca/information/publications/reports-chief-electoral-officer-yukon-general-elections,60146
information,Agriculture Branch Research,The Agriculture Branch produces research reports on agriculture and agronomy topics within the Yukon.,Agriculture,agriculture,Jonathan Lucas,jonathan.lucas@yukon.ca,"Energy, Mines and Resources",EMR - Agriculture Branch,https://yukon.ca/en/places/agriculture-branch,,english,OGL-Yukon-2.0,No,,2024-07-11 14:56:07,2024-12-31 13:26:49,https://open.yukon.ca/information/publications/agriculture-branch-research,60175
information,Annual report for 2022-2023,"Activity report on the administration of the ATIPP Act: April 1, 2022 to March 31, 2023",,"atipp_registry,annual reports",ATIPP Office,atipp.office@yukon.ca,ATIPP Office,ATIPP Office,,,,OGL-Yukon-2.0,,,2024-07-18 13:33:43,2024-08-07 09:52:04,https://open.yukon.ca/access-information/documents/annual-report-2022-2023,60181
information,Financial Administration Manual,"The purposes of this manual are to:

1.  explain the government’s overall financial processes in broad terms and the reasons for those processes;
2.  provide direction to the various departments and agencies of the government such that detailed interdepartmental/agency financial policies and procedures can be developed from a common and consistent base;
3.  provide common financial policies that must be adhered to by all government departments and agencies (subject to exclusion by legislation or Management Board Directive).

Published by the [Department of Finance](https://yukon.ca/en/department-finance).",Processes,"financial,policies,policy",Online Communications and Products Analyst,Michal.Wojcik@yukon.ca,Finance,FIN - Office of the Comptroller,,,english,OGL-Yukon-2.0,Yes,departmental_manuals_and_policy_statements,2024-09-26 09:07:27,2025-06-11 13:24:27,https://open.yukon.ca/information/publications/financial-administration-manual,60245
information,2022 Yukon JCC - Territorial Court submissions,Submissions of the Government of Yukon and the Territorial Court Judiciary in relation to Territorial Court Judges and Justices of the Peace for the 2022 Yukon Judicial Compensation Commission.,Law,"policy,publication",Jasmine Doll,Jasmine.Doll@yukon.ca,Justice,JUS - Policy and Communications,,,english,OGL-Yukon-2.0,No,,2024-10-01 15:04:57,2024-10-01 15:56:22,https://open.yukon.ca/information/publications/2022-yukon-jcc-territorial-court-submissions,60260
information,Sexually Transmitted and Blood-Borne Infection Surveillance Reports,"These reports, produced twice annually, provide an overview of trends of some key reportable sexually transmitted and blood-borne infections (STBBIs) in Yukon (chlamydia, gonorrhea, hepatitis B, hepatitis C, and syphilis).",Health and safety,"health,health reports,population health,public health",Samantha Salter,HSS-PPHEE-PopHealthEpi-email@yukon.ca,Health and Social Services,HSS - Population and Public Health Evidence and Evaluation (PPHEE) branch,,,english,OGL-Yukon-2.0,No,,2024-10-11 09:54:16,2024-10-11 10:42:43,https://open.yukon.ca/information/publications/sexually-transmitted-and-blood-borne-infection-surveillance-reports,60283
information,Fleet Vehicle Agency annual reports,"The Fleet Vehicle Agency supplies vehicles to Government of Yukon departments and public agencies. The agency’s annual reports describe the services it provides, its accomplishments, its operations and financial situation.","Government and politics,Transport","annual reports,transportation,vehicle",Antoine Goulet,Antoine.Goulet@yukon.ca,Highways and Public Works,HPW - Fleet Vehicle Agency,https://yukon.ca/en/department-highways-public-works,,english,OGL-Yukon-2.0,No,,2024-10-11 11:18:26,2024-10-11 11:26:30,https://open.yukon.ca/information/publications/fleet-vehicle-agency-annual-reports,60286
information,2023–24 Public Accounts,"Public Accounts for the Government of Yukon 2023–24 Budget.
This document was prepared by the Department of Finance under the direction of the Office of the Comptroller for the 1st Session of the 35th Legislature, Yukon Legislative Assembly. October 2024, Whitehorse, Yukon.",Government and politics,"2023,2023-24,budget,public accounts,publication",Online Communications and Products Analyst,Michal.wojcik@yukon.ca,Finance,Finance,,,english,OGL-Yukon-2.0,Yes,,2024-10-24 14:04:58,2025-01-13 09:50:20,https://open.yukon.ca/information/publications/2023–24-public-accounts,60292
